EarTag,Species,GMU,Region,Year,Partruition,Capture date,Location,Collar FQ,Collar ID,Doe FQ,Doe ID,VIT FQ,VIT ID,Collar Type,Sex,AgeClassAnalysis,Age.Class,LastChecked,Collar Function,VIT Function,ReCapComments,Recapture?,Survival,Fate,FateDate,Description,Comment,SAD?,
201359,WTD,10A,2,2021,,2/8/2021,Dent acres,151.44,46413,,,,,Fawn,M,,16,,DEAD,,recap neonate from 2020,,1,Non-Predation,2/9/2021,Capture,,,
201360,WTD,10A,2,2021,,2/9/2021,Dent rd,151.39,46412,,,,,Fawn,M,,16,,YES,,,,0,Alive,11/22/2021,,Migrator,,
201361,WTD,6,1,2021,,3/2/2021,Huckleberry,148.11,46465,,,,,Fawn,M,,16,,YES,,,,0,Alive,11/22/2021,,,,
201366,WTD,1,1,2020,,2/12/2020,Trout Creek Bunkhouse,150.315,o45743,,,,,Fawn,M,,16,,DEAD,,,,1,Non-Predation,10/25/2020,Harvest,"Collar at -116.418, 48.383 in Sandpoint, entered in SAD",,
201368,WTD,6,1,2020,,2/17/2020,Marble Creek,150.285,o45737,,,,,Fawn,M,,16,,DEAD,,All Good,"3/2, 3/7",1,Predation,8/1/2020,Mountain Lion,Entered in SAD,,
201369,WTD,10A,2,2020,,2/15/2020,Lower tree farm,150.32,45744,,,,,Fawn,M,,16,,Yes,,,,0,Alive,1/29/2021,Shed,"Looks like it got picked up and taken to somebody's house? Last point 1/29/21 46.488, -116.259, entered in SAD",,
201370,WTD,6,1,2020,,2/12/2020,Boulder Creek,150.27,45734,,,,,Fawn,M,,16,,Yes,,,,0,Unknown,3/25/2021,Unknown,,,
201373,WTD,10A,2,2020,,2/14/2020,Dent Road,150.1,45670,,,,,Fawn,M,,16,,Yes,,,,0,Unknown,1/1/2021,Unknown,"Last point 1/3/2021 46.709, -116.052",,
201374,WTD,1,1,2021,,1/18/2021,Yukon,152.84,46472,,,,,Fawn,M,,16,,DEAD,,,,1,Non-Predation,7/23/2021,Accident,Stuck in fence,Yes,
201376,WTD,10A,2,2021,,2/26/2021,Tree Farm,152.53,46439,,,,,Fawn,M,,16,,YES,DEAD,,,1,Predation,3/27/2021,Unknown Predation,"Migrator, collar downloaded",Yes,
201378,WTD,10A,2,2020,,2/16/2020,Johnson Mills,150.335,45747,,,,,Fawn,M,,16,,Yes,,,,0,Alive,12/31/2020,Shed,"Collected, censored in SAD",,
201379,WTD,6,1,2020,,2/8/2020,North Side,150.275,45735,,,,,Fawn,M,,16,,DEAD,,,,1,Non-Predation,10/16/2020,Harvest,Entered in SAD,,
202365,WTD,1,1,2020,,2/27/2020,Crazy Creek,150.355,45751,,,,,Fawn,M,,16,,Yes,,,,0,Unknown,5/22/2021,Unknown,Worth Checking in the field,,
210420,WTD,6,1,2021,,2/16/2021,Huckleberry,150.76,47877,,,47877,150.901,Doe/VIT,F,,18,,Shed,YES,,,0,Alive,10/24/2021,Shed,,,
210421,WTD,1,1,2021,,2/24/2021,South Boundary,150.935,47880,,,47880,151.171,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/21/2021,Shed,Can't be located,,
210422,WTD,6,1,2021,,2/1/2021,Boulder,151.1,47881,,,47881,151.2,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/24/2021,Shed,Daralyn has collar,Yes,
210423,WTD,1,1,2021,,1/31/2021,South boundary,151.915,47909,,,47909,152.161,Doe/VIT,F,,18,,YES,YES,,,0,Alive,11/22/2021,,,,
210424,WTD,10A,2,2021,,3/20/2021,Deer creek,149.85,49351,,,49351,149.85,Doe/VIT,F,,18,,DEAD,DEAD,,,1,Predation,4/14/2021,Mountain Lion,collar downloaded,Yes,
210425,WTD,1,1,2021,,2/13/2021,North Boundary,151.195,47885,,,47885,151.323,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/25/2021,Shed,,Yes,
210426,WTD,10A,2,2021,,1/24/2021,Henry David,151.765,47904,,,47904,151.901,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/28/2021,Shed,,,
210427,WTD,10A,2,2021,,2/20/2021,Middle Tree Farm,151.795,47905,,,47905,151.933,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/27/2021,Shed,VIT out on 5/1/21,,
210428,WTD,1,1,2021,,2/5/2021,Experimental Forest,148.275,47859,,,47859,148.311,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/21/2021,Shed,Emma has Collar,Yes,
210429,WTD,6,1,2021,,1/29/2021,Pocono,150.84,47878,,,47878,151.111,Doe/VIT,F,,18,,Shed,YES,,,0,Alive,10/24/2021,Shed,,,
210430,WTD,1,1,2021,,2/28/2021,BLM Powerline,151.105,47882,,,47882,151.231,Doe/VIT,F,,17,,YES,YES,,,0,Unknown,7/12/2021,Unknown,Unknown,,
210431,WTD,1,1,2021,,2/12/2021,Crazy Creek,150.39,47876,,,47876,150.881,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/24/2021,Shed,Emma has Collar,,
210434,WTD,1,1,2021,,1/21/2021,Big Creek,150.12,47875,,,47875,150.852,Doe/VIT,F,,18,,YES,YES,,,0,Alive,11/22/2021,,,,
210435,WTD,10A,2,2021,,3/17/2021,Lolo Creek,151.495,47895,,,47895,151.622,Doe/VIT,F,,18,,YES,NO-premature expulsion,,,0,Alive,10/27/2021,Shed,,,
210436,WTD,10A,2,2021,,2/10/2021,Dent rd,151.225,47886,,,47886,151.352,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/24/2021,Shed,,,
210437,WTD,6,1,2021,,1/18/2021,Lemonade,151.735,47903,,,47903,151.862,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/27/2021,Shed,Daralyn has collar,,
210438,WTD,10A,2,2021,,2/11/2021,Cranberry 1,148.1,47854,,,47854,148.111,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/22/2021,Shed,Katie P,Yes,
210439,WTD,1,1,2021,,3/1/2021,Tressle Creek 2,152.62,46454,,,,,Fawn,F,,16,,YES,,,,0,Alive,11/22/2021,,,,
210440,WTD,10A,2,2021,,2/6/2021,Lacey 2,148.035,47852,,,47852,148.053,Doe/VIT,F,,18,,Dead,Dead,,,1,Predation,3/28/2021,Unknown Predation,Collar downloaded,Yes,
210441,WTD,10A,2,2021,,3/23/2021,Cranberry,151.315,47889,,,47889,151.442,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/21/2021,Shed,,Yes,
210442,WTD,10A,2,2021,,2/23/2021,Reservoir,151.405,47892,,,47892,151.531,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/27/2021,Shed,,Yes,
210443,WTD,1,1,2021,,2/26/2021,Baldy,149.69,47871,,,47871,150.111,Doe/VIT,F,,18,,YES,YES,,,1,Predation,6/17/2021,Mountain Lion,Collar downloaded,Yes,
210444,WTD,6,1,2021,,2/4/2021,Marble ,151.345,47890,,,47890,151.472,Doe/VIT,F,,18,,Shed,YES,,,0,Alive,10/24/2021,Shed,,,
210445,WTD,1,1,2021,,2/4/2021,Experimental Forest,151.135,47883,,,47883,151.264,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/25/2021,Shed,Emma has Collar,Yes,
210446,WTD,1,1,2021,,3/6/2021,Trestle Creek,149.66,47870,,,47870,150.001,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/22/2021,Shed,Emma has Collar,Yes,
210447,WTD,6,1,2021,,2/15/2021,Boulder,151.675,47901,,,47901,151.813,Doe/VIT,F,,17,,Shed,YES,,,0,Alive,10/28/2021,Shed,,,
210448,WTD,1,1,2021,,1/23/2021,Crazy Creek,148.44,47864,,,47864,149.151,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/21/2021,Shed,Emma has Collar,Yes,
210449,WTD,6,1,2021,,3/2/2021,Marble ,151.615,47899,,,47899,151.753,Doe/VIT,F,,17,,Shed,YES,,,0,Alive,10/28/2021,Shed,,,
210451,WTD,6,1,2021,,3/10/2021,Charlie's creek,148.355,47867,,,47867,149.672,Doe/VIT,F,,18,,DEAD,DEAD,,,1,Predation,5/18/2021,Mountain Lion,Collar downloaded,Yes,
210454,WTD,6,1,2021,,1/28/2021,Boulder,151.435,47893,,,47893,151.563,Doe/VIT,F,,18,11/13/2021,YES,YES,,,0,Alive,11/22/2021,,,,
210455,WTD,10A,2,2021,,2/24/2021,Reservoir,151.255,47887,,,47887,151.382,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/26/2021,Shed,,,
210456,WTD,1,1,2021,,3/5/2021,Trestle Creek,149.88,47872,,,47872,150.302,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/24/2021,Shed,Emma has Collar,Yes,
210457,WTD,6,1,2021,,2/2/2021,Boulder,151.705,47902,,,47902,151.843,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/29/2021,Shed,Daralyn has collar,Yes,
210458,WTD,1,1,2021,,2/26/2021,South boundary,151.945,47910,,,47910,152.18,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/27/2021,Shed,High Elevation,,
210459,WTD,1,1,2021,,2/26/2021,Brush Lake,148.245,47858,,,47858,148.261,Doe/VIT,F,,18,,Check,NO,,,0,Censored,2/26/2021,Collar Failure,Censored,,
210460,WTD,6,1,2021,,1/21/2021,Lemonade,149.59,47868,,,47868,149.702,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/21/2021,Shed,Katie P,Yes,
210462,WTD,10A,2,2021,,1/23/2021,Kamiah South,148.73,47866,,,47866,149.643,Doe/VIT,F,,18,,YES,YES,,,1,Non-Predation,8/27/2021,EHD,Clustered at Kamiah 8/27/21,Yes,
210463,WTD,6,1,2021,,3/20/2021,Fernwood 1,148.205,47857,,,47857,148.221,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/21/2021,Shed,Katie P,Yes,
210464,WTD,10A,2,2021,,2/12/2021,Dent rd,148.565,47865,,,47865,149.604,Doe/VIT,F,,18,,YES,YES,,,0,Unknown,10/14/2021,Unknown,10/14/2021,,
210465,WTD,10A,2,2021,,1/24/2021,Henry David,148.41,47863,,,47863,148.891,Doe/VIT,F,,18,,Dead,Dead,,,1,Non-Predation,3/2/2021,Car Strike,Collar downloaded,Yes,
210466,WTD,1,1,2021,,1/23/2021,North Boundary,148.005,47851,,,47851,148.023,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/21/2021,Shed,Emma has Collar,Yes,
210468,WTD,1,1,2021,,3/1/2021,Trestle Creek,148.325,47860,,,47860,148.341,Doe/VIT,F,,18,,DEAD,DEAD,,,1,Non-Predation,4/20/2021,Car Strike,"Josh Stanley CO got collar, check sad",,
210469,WTD,1,1,2021,,1/26/2021,Big Creek,151.285,47888,,,47888,151.412,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/24/2021,Shed,Emma has Collar,Yes,
210470,WTD,1,1,2021,,2/21/2021,Crazy Creek,148.13,47855,,,47855,148.141,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/21/2021,Shed,Emma has Collar,,
210471,WTD,1,1,2021,,2/18/2021,Naples,151.375,47891,,,47891,151.512,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/24/2021,Shed,Emma has Collar,Yes,
210472,WTD,1,1,2021,,2/22/2021,Experimental Forest,149.460 (151.165),47884,,,47884,151.293,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/24/2021,Shed,Emma has Collar,,
210473,WTD,1,1,2021,,2/24/2021,Big Creek,151.555,47897,,,47897,151.694,Doe/VIT,F,,18,,DEAD,DEAD,,,1,Predation,4/26/2021,Unknown Predation,Collar downloaded,Yes,
210474,WTD,1,1,2021,,3/2/2021,Trestle Creek,151.825,47906,,,47906,151.962,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/27/2021,Shed,Emma has Collar,Yes,
210475,WTD,1,1,2021,,1/31/2021,Hunt Creek,151.975,47911,,,47911,152.192,Doe/VIT,F,,18,,YES,YES,,,0,Unknown,9/21/2021,Unknown,UNKNOWN cananda,,
210476,WTD,1,1,2021,,2/20/2021,Experimental Forest,150.065,47874,,,47874,150.821,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/25/2021,Shed,Emma has Collar,Yes,
210477,WTD,1,1,2021,,2/22/2021,Plantation Rd,148.065,47853,,,47853,148.081,Doe/VIT,F,,18,,YES,Expelled? Lack of comm notification 5/25/21. likely premature,,,0,Alive,10/21/2021,Shed,Emma has Collar,Yes,
210478,WTD,1,1,2021,,2/16/2021,Plantation Rd,151.465,47894,,,47894,151.591,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/28/2021,Shed,Emma has Collar,Yes,
210479,WTD,1,1,2021,,1/26/2021,Crazy Creek,148.17,47856,,,47856,148.192,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/21/2021,Shed,Emma has Collar,Yes,
210480,WTD,1,1,2021,,1/20/2021,Naples,148.46,715080,,,,,Fawn,F,,16,,CHECK,,,,0,Unknown,4/25/2021,Unknown,,,
210482,WTD,10A,2,2021,,2/6/2021,Upper tree farm,148.985,715130,,,,,Fawn,F,,16,,DEAD,,,,1,Unknown Mortality,6/6/2021,Unknown Mortality,Only found collar,Yes,
210484,WTD,1,1,2021,,2/14/2021,South Boundary,148.79,715111,,,,,Fawn,F,,16,,YES,,,,0,Alive,11/22/2021,,,,
210485,WTD,1,1,2021,,2/20/2021,Hunt Creek,148.49,715083,,,,,Fawn,F,,16,,YES,,,,0,Alive,11/22/2021,,,,
210486,WTD,1,1,2021,,1/24/2021,Smith south,148.955,715126,,,,,Fawn,F,,16,,YES,,Recap on 2/21,,0,Alive,11/22/2021,,,,
210487,WTD,1,1,2021,,1/31/2021,Crazy Creek,148.905,715125,,,,,Fawn,F,,16,,YES,,,,0,Alive,11/22/2021,,,,
210488,WTD,1,1,2021,,1/23/2021,Hunt Creek,148.47,715081,,,,,Fawn,F,,16,,DEAD,,Recap 2/22,,1,Non-Predation,3/4/2021,Car Strike,"Not in SAD, Doug Meyer CO had collar",,
210490,WTD,1,1,2021,,1/19/2021,Brush Lake,148.155,715068A,,,,,NonPregDoe,F,,18,,YES,,,,0,Alive,11/22/2021,,,,
210491,WTD,1,1,2021,,2/13/2021,Brush Lake,148.74,715104,,,,,Fawn,F,,16,,YES,,,,0,Alive,11/22/2021,,Canadian Migrator,,
210492,WTD,6,1,2021,,2/14/2021,Huckleberry,152.16,46431,,,,,Fawn,F,,16,,DEAD,,,,1,Unknown Mortality,4/11/2021,Unknown Mortality,Error in collar download sent to Michelle,Yes,
210493,WTD,6,1,2021,,3/2/2021,Huckleberry,152.2,46435,,,,,Fawn,F,,16,,YES,,,,0,Alive,11/22/2021,,,,
210494,WTD,6,1,2021,,2/27/2021,Charlie's creek,152.19,46434,,,,,Fawn,F,,16,,DEAD,DEAD,,,1,Predation,3/19/2021,Mountain Lion,"Probable, collar downloaded",Yes,
210495,WTD,6,1,2021,,1/25/2021,Charlie 2,149.64,46447,,,,,Fawn,F,,16,,YES,,,,0,Alive,11/22/2021,,,,
210496,WTD,10A,2,2021,,2/28/2021,Tree Farm,152.57,46449,,,,,Fawn,F,,16,,YES,,,,0,Alive,11/22/2021,,,,
210498,WTD,10A,2,2021,,2/24/2021,Big Island,152.12,46427,,,,,Fawn,F,,16,,YES,,,,0,Alive,11/22/2021,,,,
210499,WTD,10A,2,2021,,2/7/2021,Lacey 2,149.71,46448,,,,,Fawn,M,,16,,DEAD,,,,1,Predation,3/27/2021,Mountain Lion,"Probable, collar downloaded",Yes,
210600,WTD,1,1,2021,,1/18/2021,Naples,151.46,46414,,,,,Fawn,F,,16,,YES,,,,0,Alive,11/22/2021,,,,
210601,WTD,6,1,2021,,3/19/2021,Fernwood 2,151.34,46409,,,,,Fawn,F,,16,,YES,,,,0,Alive,11/22/2021,,,,
210651,WTD,10A,2,2021,,3/25/2021,Tom Ho Road,150.64,48361,,,,,NonPregDoe,F,,17,,YES,,,,1,Predation,9/7/2021,Unknown Predation,Amy has collar,Yes,
210658,WTD,10A,2,2021,,1/24/2021,Henry David,150.555,48344,,,,,NonPregDoe,F,,17,11/14/2021,YES,,,,0,Alive,11/22/2021,,Active,,
210660,WTD,10A,2,2021,,2/27/2021,Tree Farm,150.37,48302,,,,,NonPregDoe,F,,17,11/14/2021,YES,,,,0,Alive,11/22/2021,,Active,,
210661,WTD,1,1,2021,,2/16/2021,Crazy Creek,150.575,48348,,,,,NonPregDoe,F,,17,11/14/2021,YES,,,,0,Alive,11/22/2021,,Active,,
210663,WTD,1,1,2021,,2/14/2021,South boundary,150.435,48315,,,,,NonPregDoe,F,,18,,YES,,,,0,Alive,11/22/2021,,,,
210665,WTD,10A,2,2021,,3/19/2021,Tom Ho Road,150.44,48316,,,,,NonPregDoe,F,,18,,YES,,,,1,Unknown Mortality,10/8/2021,Unknown Mortality,Amy has collar,Yes,
210667,MD,6,1,2021,,2/10/2021,Limbo,150.545,48342,,,,,NonPregDoe,F,,18,,YES,,,,0,Alive,11/22/2021,,,,
210668,WTD,1,1,2021,,2/22/2021,Brush Lake,150.35,48298,,,,,NonPregDoe,F,,17,11/14/2021,YES,,,,0,Alive,11/22/2021,,Active,,
210670,WTD,10A,2,2021,,2/15/2021,Cranberry 1,150.42,48312,,,,,NonPregDoe,F,,17,11/14/2021,YES,,,,0,Alive,11/22/2021,,Active,,
210671,WTD,1,1,2021,,3/1/2021,Trestle Creek,149.63,47869,,,47869,149.862,Doe/VIT,F,,18,,YES,YES,,,0,Alive,10/21/2021,Shed,Emma has Collar,Yes,
210677,WTD,10A,2,2021,,2/23/2021,Dent Acres,150.565,48346,,,,,NonPregDoe,F,,17,11/14/2021,YES,,,,0,Alive,11/22/2021,,Active,,
210679,MD,6,1,2021,,1/29/2021,Pierce 2,150.61,48355,,,,,NonPregDoe,F,,18,,YES,,,,0,Alive,11/22/2021,,,,
210710,WTD,10A,2,2021,,2/19/2021,Lower Tree Farm,152.14,46429,,,,,Fawn,F,,16,,,,,,0,Alive,3/17/2021,Shed,Shed early Collar downloaded,Yes,
210711,WTD,10A,2,2021,,2/11/2021,Cranberry 1,151.57,46416,,,,,Fawn,F,,16,,DEAD,,,,1,Unknown Mortality,4/12/2021,Unknown Mortality,"Katie P and Landon 5/5, collar downloaded",Yes,
210712,WTD,10A,2,2021,,2/10/2021,Upper tree farm,152.1,46422,,,,,Fawn,F,,16,,DEAD,DEAD,,,1,Predation,5/9/2021,Mountain Lion,Error in collar download sent to Michelle,Yes,
210714,WTD,6,1,2021,,3/2/2021,Charlie 1,152.11,46426,,,,,Fawn,F,,16,,DEAD,DEAD,Neonate 8873 recap,,1,Predation,4/12/2021,Mountain Lion,"Jerry and dogs on this one, in SAD, collar downloaded",Yes,
210715,WTD,6,1,2021,,3/16/2021,Fernwood 1,152.59,46451,,,,,Fawn,F,,16,,YES,,,,0,Alive,11/22/2021,,,,
210716,WTD,6,1,2021,,1/18/2021,Pocono 1,152.15,46430,,,,,Fawn,F,,16,,DEAD,,,,1,Predation,3/26/2021,Mountain Lion,"Probable, collar downloaded",Yes,
210717,WTD,6,1,2021,,3/3/2021,Banderob 2,149.61,46404,,,,,NonPregDoe,F,,17,11/14/2021,YES,,recaught 3/22 and removed foam from fawn collar and refitted,,0,Alive,11/22/2021,,Active,,
210718,WTD,6,1,2021,,2/5/2021,Lemonade,148.09,46464,,,,,Fawn,F,,16,,YES,,,,0,Alive,11/22/2021,,,,
210719,WTD,6,1,2021,,3/12/2021,Fernwood 1,151.36,46410,,,,,Fawn,F,,16,,YES,,,,0,Alive,11/22/2021,,,,
210720,WTD,10A,2,2021,,2/19/2021,Reservoir,149.78,49344,,,49344,148.21,Doe/VIT,F,,18,,YES,YES,,,0,Alive,11/22/2021,,,,
210722,WTD,10A,2,2021,,3/8/2021,Dent Acres,149.83,49349,,,49349,148.301,Doe/VIT,F,,18,,YES,YES,,,0,Alive,11/22/2021,,,,
210735,WTD,6,1,2021,,3/24/2021,Pocono 3,148.97,47862,,,47862,148.361,Doe/VIT,F,,18,,Shed,YES,,,0,Alive,10/25/2021,Shed,,,
210736,MD,1,1,2021,,2/23/2021,Farm,149.28,40119,,,9272,152.51,Doe/VIT,F,,18,,YES,YES,,,0,Alive,11/22/2021,,,,
210750,WTD,6,1,2021,,3/4/2021,Banderob 1,150.59,49369,,,49369,150.59,Doe/VIT,F,,18,11/13/2021,YES,YES,,,0,Alive,11/22/2021,,,,
210751,WTD,6,1,2021,,3/2/2021,Pocono,149.79,49345,,,49345,149.79,Doe/VIT,F,,18,11/9/2021,YES,YES,,,0,Alive,11/22/2021,,,,
210752,WTD,6,1,2021,,2/28/2021,Charlie's creek,150.51,49361,,,49361,149.494,Doe/VIT,F,,18,,Dead,DEAD,,,1,Unknown Mortality,4/2/2021,Unknown Mortality,"Mortality, cause unknown. Collar downloaded",Yes,
210753,WTD,1,1,2021,,3/12/2021,Trestle Creek,152.17,46432,,,,,Fawn,F,,16,,YES,,,,0,Alive,11/22/2021,,,,
210754,WTD,6,1,2021,,3/24/2021,Fernwood 1,149.8,49346,,,49346,148.241,Doe/VIT,F,,18,11/13/2021,YES,YES,,,0,Alive,11/22/2021,,,,
210755,WTD,6,1,2021,,3/20/2021,Fernwood 2,149.76,49342,,,49342,148.162,Doe/VIT,F,,18,11/13/2021,YES,YES,,,0,Alive,11/22/2021,,,,
210756,WTD,6,1,2021,,3/18/2021,Fernwood 2,149.72,49339,,,49339,148.061,Doe/VIT,F,,18,11/13/2021,YES,YES,,,0,Alive,11/22/2021,,,,
210758,WTD,6,1,2021,,3/12/2021,Fernwood 2,149.75,49341,,,49341,148.09,Doe/VIT,F,,18,11/13/2021,YES,YES,,,0,Alive,11/22/2021,,,,
210760,WTD,10A,2,2021,,2/21/2021,Reservoir,149.82,49348,,,49348,148.291,Doe/VIT,F,,18,,YES,YES,,,0,Alive,11/22/2021,,,,
210762,WTD,10A,2,2021,,3/7/2021,Middle Tree Farm,149.73,49340,,,49340,148.072,Doe/VIT,F,,18,,YES,YES,,,1,Predation,10/17/2021,Unknown Predation,Collar on Landscape for fawns,Yes,
210764,WTD,10A,2,2021,,2/21/2021,Reservoir,150.49,49359,,,49359,148.681,Doe/VIT,F,,18,,YES,YES,,,0,Alive,11/22/2021,,,,
210765,WTD,10A,2,2021,,3/10/2021,Tom Ho Road,150.56,49366,,,49366,150.56,Doe/VIT,F,,18,,DEAD,DEAD,,,1,Predation,4/6/2021,Wolf,possibleCollar downloaded,Yes,
210770,WTD,6,1,2021,,2/27/2021,Charlie's creek,149.84,49350,,,49350,148.322,Doe/VIT,F,,18,11/13/2021,YES,YES,,,0,Alive,11/22/2021,,,,
210772,WTD,6,1,2021,,3/23/2021,Tyson 1,150.57,49367,,,49367,,Doe/VIT,F,,18,,DEAD,DEAD,,,1,Predation,4/20/2021,Coyote,"Collar downloaded, missing mort details, , Jerry went on this one",Yes,
210773,WTD,6,1,2021,,3/12/2021,Pocono 1,150.54,49364,,,49364,149.513,Doe/VIT,F,,18,11/13/2021,YES,YES,,,0,Alive,11/22/2021,,,,
210774,WTD,6,1,2021,,3/10/2021,Charlie's creek,149.94,49355,,,,,Doe/VIT,F,,18,,DEAD,DEAD,,,1,Non-Predation,4/30/2021,Malnutrition,Due to ageBen has collar,Yes,
210776,WTD,6,1,2021,,3/10/2021,Banderob 1,150.55,49365,,,49365,150.55,Doe/VIT,F,,18,,MORT,YES,,,1,Unknown Mortality,9/6/2021,Unknown Mortality,,,
210777,WTD,6,1,2021,,3/5/2021,Pocono 1,150.48,49358,,,49358,,Doe/VIT,F,,18,,DEAD,DEAD,,,1,Predation,3/14/2021,Mountain Lion,Collar downloaded,Yes,
210778,WTD,6,1,2021,,3/13/2021,Fernwood 1,150.58,49368,,,49368,150.58,Doe/VIT,F,,18,11/13/2021,YES,YES,,,0,Alive,11/22/2021,,,,
211480,WTD,1,1,2021,,1/18/2021,North Boundary,149.095,83931,,,,,Buck,M,,18,,"48.975069, -116.5499086",Bad collar,,,0,Unknown,9/6/2021,Unknown,Worth Checking in the field,,
211481,WTD,1,1,2021,,1/19/2021,Lost Creek,149.035,83925,,,,,Buck,M,,18,,"48.5464431, -116.9534019",,,,0,Unknown,8/5/2021,Unknown,Worth Checking in the field,,
211482,WTD,1,1,2021,,2/2/2021,Jack pine flats,149.425,83948,,,,,Buck,M,,18,,DEAD,,,,1,Predation,10/17/2021,Mountain Lion,,Yes,
211484,WTD,1,1,2021,,1/21/2021,Stimpson,149.245,83932,,,,,Buck,M,,17,11/25/2021,YES,,,,0,Alive,11/25/2021,Alive,Active,,
211486,WTD,6,1,2021,,2/11/2021,Marble ,148.865,83908,,,,,Buck,M,,17,11/25/2021,YES,Bad collar,,,0,Alive,11/25/2021,Alive,Active,,
211487,WTD,6,1,2021,,2/14/2021,Pocono 1,149.495,84341,,,,,Buck,M,,18,11/25/2021,YES,,,,0,Alive,11/25/2021,Alive,Active,,
211488,WTD,10A,2,2021,,2/18/2021,Lower Tree Farm,149.575,83963,,,,,Buck,M,,17,11/25/2021,YES,,,,0,Alive,11/25/2021,Alive,Active,,
211489,WTD,1,1,2021,,1/21/2021,Brush Lake,148.6,84326,,,,,Buck,M,,17,,YES,,,,0,Alive,11/13/2021,Unknown,Check Archives?,,
211490,WTD,10A,2,2021,,3/7/2021,Dent Road,149.325,83938,,,,,Buck,M,,18,,DEAD,,,,1,Unknown Mortality,5/1/2021,Unknown Mortality,"Katie P and Landon, collar downloaded",Yes,
211491,WTD,1,1,2021,,1/21/2021,Crazy Creek,149.385,83944,,,,,Buck,M,,17,,NO - 2/9,,,,0,Censored,2/9/2021,Collar Failure,Unknown,,
211492,WTD,6,1,2021,,1/30/2021,Child's Creek,149.535,83960,,,,,Buck,M,,17,11/25/2021,YES,,,,0,Alive,11/25/2021,Alive,Active,,
211493,WTD,10A,2,2021,,2/26/2021,Tree Farm,149.085,83930,,,,,Buck,M,,18,11/25/2021,YES,,,,0,Alive,11/25/2021,Alive,Active,,
211494,WTD,10A,2,2021,,2/23/2021,Reservoir,149.045,83926,,,,,Buck,M,,18,,5/4/2021,Bad collar,,,0,Unknown,10/15/2021,Unknown,Worth Checking in the field,,
211495,WTD,6,1,2021,,3/7/2021,Pocono 2,149.435,83949,,,,,Buck,M,,17,11/25/2021,YES,,,,0,Alive,11/25/2021,Alive,Active,,
211496,WTD,10A,2,2021,,2/19/2021,Cranberry 3,148.925,83912,,,,,Buck,M,,17,11/25/2021,YES,,,,0,Alive,11/25/2021,Alive,Active,,
211497,WTD,10A,2,2021,,1/23/2021,Kamiah South,149.355,83941,,,,,Buck,M,,18,,DEAD,,,,1,Non-Predation,8/24/2021,EHD,Collar downloaded,Yes,
211498,WTD,6,1,2021,,2/4/2021,Limbo,148.985,83919,,,,,Buck,M,,18,,YES,,,,0,Uknown,11/22/2021,UKNOWN,Amy and I have been working on this?,,
211499,WTD,10A,2,2021,,1/23/2021,Kamiah South,149.725,83975,,,,,Buck,M,,18,,YES,,,,1,Non-Predation,11/16/2021,Harvest,,Yes,
211551,WTD,10A,2,2021,,1/23/2021,Suttler Creek,149.465,83952,,,,,Buck,M,,17,,MORT,,,,1,Non-Predation,9/15/2021,EHD,,Yes,
211553,WTD,10A,2,2021,,3/12/2021,Tom Ho Road,149.295,83937,,,,,Buck,M,,18,11/25/2021,YES,,,,0,Alive,11/22/2021,Alive,Active,,
211554,WTD,10A,2,2021,,3/20/2021,Cranberry,149.515,83958,,,,,Buck,M,,18,11/25/2021,Last Transmission 11/5,,,,0,Alive,11/25/2021,Alive,,,
211555,WTD,6,1,2021,,3/21/2021,Fernwood 1,152.63,46455,,,,,Fawn,M,,16,,YES,,,,0,Alive,11/22/2021,,,,
